final_prism_id,event_id,state,latitude,longitude,elevation_m,slope_deg,aspect_deg,curvature,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,land_cover,ndvi,soil_type,distance_to_river_m,distance_to_road_m,landslide,monsoon_phase,severity_class,is_fatal,reliability_score,source,prism_record_id,record_type,landslide_id,location_id,district,source_state_code,source_district_code,location,locality_nh_sh,toposheet_no,coordinate_quality_flag,history,material_type,type_of_movement,rate_of_movement,activity,distribution,style,failure_mechanism,scar_length_m,scar_length_m_raw,length_m,length_m_raw,width_m,width_m_raw,height_m,height_m_raw,runout_distance_m,runout_distance_m_raw,depth_m,depth_m_raw,volume_m3,volume_m3_raw,landslide_area_m2,landslide_area_m2_raw,geomorphology,geology,structure_data,land_use_land_cover,hydrological_condition,rainfall_mm,triggering_factor,geo_scientific_causes,remedial_measures,fatalities,fatalities_raw,people_affected,people_affected_raw,livestock_loss,livestock_loss_raw,damage_communication,damage_infrastructure,agriculture_forest_barren,geomorphological_process,geomorphological_form,weathering,rock_characteristic,overburden_type,overburden_thickness_m,land_use_type,erosion,slope_susceptibility_assessment,qualitative_risk_assessment,landslide_label,spatial_scale,source_page,northeast_region,dataset_origin,record_provenance,synthetic_record,data_role,source_dataset,observed_status,label_fill_source,environmental_data_status,external_enrichment_policy
PRISM_FINAL_006209,2000283.0,Manipur,25.433073280624694,94.09083029995216,1443.756444756795,32.34318388734863,195.3165775253998,-0.1142825721998064,51.88777340876096,144.97895217454266,314.09212188256816,Open Forest,0.7678606704986722,Sandy Loam,416.50793260801447,386.74065408749897,1.0,Monsoon (Jun-Sep),No fatalities,0.0,4.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006212,2000329.0,Manipur,25.13151963153967,93.97285139854128,1896.1520201633384,30.396243802503708,167.84356784311768,-1.3614356076373937,58.51720409420927,158.36808153490904,318.5659229309421,Barren/Degraded,0.2245825080281526,Rocky/Skeletal,252.3477473197466,423.0657631286596,1.0,Monsoon (Jun-Sep),No fatalities,0.0,6.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006233,2000679.0,Assam,27.17716273620599,93.99780700039749,322.64817937612605,14.56914914716571,249.06970680685373,2.2696177172199348,65.34618696167301,186.64681303825185,361.2533501027741,Built-up,0.2271329433933697,Loam,328.8574991013865,191.34580096002105,1.0,Monsoon (Jun-Sep),No fatalities,0.0,4.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006239,2000183.0,Assam,25.15681650626215,92.94771927193722,275.26114432672944,18.564209657913004,13.736246061994102,0.38524106845592,76.92389630963618,230.295167004996,489.8316153236249,Shrubland,0.4526536281089842,Sandy Loam,262.0739083834822,29.90543680452953,1.0,Monsoon (Jun-Sep),No fatalities,0.0,6.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006241,2000483.0,Sikkim,27.551601321501565,88.6139485314836,1166.819377545354,34.18937889509637,29.351678261465235,-1.6033362197112415,30.029528302742307,78.27813405710653,124.7937362550414,Barren/Degraded,0.0340659448940611,Rocky/Skeletal,1055.4238403426891,411.1439249668316,1.0,Monsoon (Jun-Sep),No fatalities,0.0,5.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006244,2000490.0,Manipur,24.809798044249312,93.941749959538,559.1104202489362,22.95453944329325,82.24788604355807,-3.282331929532337,123.56636209786704,347.6276309024367,646.0249722354862,Cropland,0.5646683805109618,Sandy Loam,1633.9986366932303,612.4541380803297,1.0,Monsoon (Jun-Sep),No fatalities,0.0,5.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006246,2000122.0,Assam,26.126637445950355,91.92855776411623,264.2339484963039,9.941963715823158,266.15860788564,-0.38411985400104,9.12693816922369,35.3971956402294,75.51313008920468,Cropland,0.1777129391885143,Silty Clay,445.16890456647394,466.17027559724806,1.0,Post-monsoon (Oct-Nov),Minor (1-2),1.0,4.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006247,2000648.0,Assam,24.52150701354178,92.72724121519953,137.32250523287271,15.87897991939435,82.85855245503349,1.8985130055460164,32.026309312862494,95.86892681030682,168.10644604335045,Dense Forest,0.4121700194930469,Sandy Loam,88.6339424777902,931.0708574058222,1.0,Monsoon (Jun-Sep),Moderate (3-5),1.0,4.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006253,2000424.0,Mizoram,23.730378846145385,92.73822884402496,804.730842864387,29.994774492245,263.36145753072765,-0.486516598194584,17.022210119841503,38.47084590252727,57.36251403149521,Shrubland,0.3534304268451392,Silty Clay,893.06209802676,245.6387934543233,1.0,Pre-monsoon (Apr-May),Moderate (3-5),1.0,4.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006263,2000011.0,Manipur,25.3084485890638,94.46696289030132,959.9851985848258,35.0618759138284,158.18804898517558,-0.1557771420735812,169.81974686499956,475.9241777771917,933.6894133631148,Open Forest,0.2379605172212766,Silty Clay,1852.9867815909447,122.76948756974969,1.0,Monsoon (Jun-Sep),No fatalities,0.0,4.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006270,2000112.0,Assam,26.13729756388465,91.70618098876125,42.3,20.640219835304087,340.6506636292356,-0.6601061811728409,161.26465929276438,456.9960813685997,888.4131429283457,Dense Forest,0.37065822310447,Rocky/Skeletal,323.5868129118241,480.9966947469915,1.0,Monsoon (Jun-Sep),Moderate (3-5),1.0,4.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006272,2000696.0,Assam,26.12968328568552,91.9613213359201,253.9745215007419,10.886485858372708,147.55897219047344,0.8529228819935865,18.546146381211955,46.7052436657662,77.2494836900412,Shrubland,0.4418481530736237,Laterite,426.4962752297676,226.80195114076307,1.0,Monsoon (Jun-Sep),Minor (1-2),1.0,6.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006273,2000498.0,Mizoram,23.84198995215112,93.03815646967236,1099.1044755311225,32.38255728959928,234.09363105132763,1.032728098078977,86.39401899921329,247.2849754222576,474.8839834468108,Dense Forest,0.7096610619763087,Laterite,642.9900774804429,1205.7398709103036,1.0,Monsoon (Jun-Sep),No fatalities,0.0,6.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006274,2000636.0,Manipur,24.762862989028864,93.40105673063384,828.2249408792278,32.78328289696967,301.0935451345583,0.4953748429259258,22.54244135169579,52.86752947450514,60.20293333240648,Open Forest,0.4750837111085911,Loam,734.8876440196842,311.5285049589064,1.0,Post-monsoon (Oct-Nov),No fatalities,0.0,5.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006279,2000615.0,Manipur,24.789551425947657,93.41984088959892,805.1977674202128,34.74400667611064,317.34152691725853,0.6304419970232429,24.11096240961519,51.18550591030009,88.03827139944516,Open Forest,0.5157457464372245,Loam,716.650692378946,335.81114513891634,1.0,Post-monsoon (Oct-Nov),No fatalities,0.0,4.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006286,2000641.0,Manipur,25.416760600423217,94.12931272215454,1212.077467348623,33.688470198906856,187.15318646643297,-0.1479440767102219,35.75589437137362,86.9418928288085,169.94536083301318,Open Forest,0.7520675708670963,Sandy Loam,473.8151082979529,497.8828025537304,1.0,Monsoon (Jun-Sep),No fatalities,0.0,6.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006293,2000395.0,Mizoram,23.70977586138919,92.71515639902184,698.3382031039358,22.15243662573579,70.70661560806839,-0.4698059663780707,2.730251079434621,24.392561668125275,47.08411880933899,Built-up,0.1721717904641291,Laterite,146.25637513947223,457.89916830037606,1.0,Monsoon (Jun-Sep),Minor (1-2),1.0,6.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006302,2000220.0,Sikkim,27.28357827081166,88.38090468186309,3797.227487039875,41.00607874873204,13.481657413165356,1.3111751530183904,44.62999239715798,119.85965441889466,229.41421980647152,Barren/Degraded,0.4603954474404509,Laterite,473.92480963703576,329.53273164488445,1.0,Monsoon (Jun-Sep),Minor (1-2),1.0,5.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006305,2000266.0,Mizoram,23.751434047392248,92.75821905924604,759.5260032557507,28.97794080468609,256.22566324381216,-0.3596612235614248,12.287425220696344,49.65407605240172,117.47457186071463,Shrubland,0.3289718550526712,Silty Clay,831.4836052707718,162.3419518582919,1.0,Pre-monsoon (Apr-May),Moderate (3-5),1.0,4.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006316,2000595.0,Assam,25.15905227465161,93.0157168477136,192.21130164214168,17.094496680470154,58.59990222995314,-1.655378466444425,33.60607348342531,114.30695071695573,218.72452143815383,Cropland,0.5294086452630353,Laterite,108.30314513344408,424.5573670935351,1.0,Monsoon (Jun-Sep),Minor (1-2),1.0,6.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006320,2000702.0,Manipur,24.95298517384396,93.53106401843829,1097.6135899343972,38.44363287414724,146.2705304583816,1.14790997006259,35.0035793746422,88.33322974174344,152.75236320404488,Shrubland,0.5918794627085585,Laterite,568.354536831408,182.67424006910213,1.0,Monsoon (Jun-Sep),Minor (1-2),1.0,5.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006321,2000094.0,Manipur,24.648191148031096,93.95499471670747,1167.2522235066322,37.97121668138496,124.64186879217262,-0.5694055017554327,42.40433202655754,93.78637008175949,177.92479914213106,Open Forest,0.3751277316502861,Laterite,431.1724179926617,226.0248910890828,1.0,Monsoon (Jun-Sep),Minor (1-2),1.0,5.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006326,2000804.0,Manipur,24.97166237474452,93.50023626956252,1718.2474576270613,34.77452567545216,163.48606038429418,-2.9607490327692427,162.66281617249436,480.6123562119672,924.1974473544772,Barren/Degraded,0.2762528805294433,Laterite,207.4463569730996,104.71764171017408,1.0,Monsoon (Jun-Sep),No fatalities,0.0,4.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006329,2000389.0,Tripura,23.71631361783155,91.62313198104866,430.9868519586255,15.945474860934809,153.9815362016743,-0.5108625844146029,21.79478091132718,55.820271599279216,115.0107381122121,Cropland,0.0709957544721241,Sandy Loam,196.963843842165,491.1365534467161,1.0,Pre-monsoon (Apr-May),Minor (1-2),1.0,5.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006335,2000086.0,Assam,26.9518321063926,93.8705658945705,354.2762493156423,11.346038542722836,72.81394331950625,1.409690436349941,133.4742270106641,339.36162422214136,664.9607126664573,Cropland,0.4900591532109494,Clay Loam,331.85822755569404,138.94784935548589,1.0,Monsoon (Jun-Sep),Minor (1-2),1.0,6.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_006338,2000480.0,Assam,24.61100912700788,92.37501570792732,159.81502297570057,15.480367074938952,163.7059820248067,-1.562072792971236,9.951562282387764,33.34820526555121,70.83924717956937,Built-up,0.4369872093886386,Loam,985.8548195886904,758.0094216621427,1.0,Monsoon (Jun-Sep),Minor (1-2),1.0,6.0,synthetic_augmented_positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,NER,,,True,synthetic_augmented_positive,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
